A,B,M,N
34,67,65,38
34,67,38,63
34,67,63,40
34,67,40,61
34,67,61,42
34,67,42,59
34,67,59,44
34,67,44,57
35,68,37,66
35,68,66,39
35,68,39,64
35,68,64,41
35,68,41,62
35,68,62,43
35,68,43,60
35,68,60,45
35,68,45,58
36,69,38,67
36,69,67,40
36,69,40,65
36,69,65,42
36,69,42,63
36,69,63,44
36,69,44,61
36,69,61,46
36,69,46,59
37,70,39,68
37,70,68,41
37,70,41,66
37,70,66,43
37,70,43,64
37,70,64,45
37,70,45,62
37,70,62,47
37,70,47,60
38,71,40,69
38,71,69,42
38,71,42,67
38,71,67,44
38,71,44,65
38,71,65,46
38,71,46,63
38,71,63,48
38,71,48,61
39,72,41,70
39,72,70,43
39,72,43,68
39,72,68,45
39,72,45,66
39,72,66,47
39,72,47,64
39,72,64,49
39,72,49,62
13,50,15,48
13,50,48,17
13,50,17,46
13,50,46,19
13,50,19,44
13,50,44,21
13,50,21,42
13,50,42,23
13,50,23,40
15,52,17,50
15,52,50,19
15,52,19,48
15,52,48,21
15,52,21,46
15,52,46,23
15,52,23,44
15,52,44,25
15,52,25,42
17,54,19,52
17,54,52,21
17,54,21,50
17,54,50,23
17,54,23,48
17,54,48,25
17,54,25,46
17,54,46,27
17,54,27,44
19,56,21,54
19,56,54,23
19,56,23,52
19,56,52,25
19,56,25,50
19,56,50,27
19,56,27,48
19,56,48,29
19,56,29,46
21,58,23,56
21,58,56,25
21,58,25,54
21,58,54,27
21,58,27,52
21,58,52,29
21,58,29,50
21,58,50,31
21,58,31,48
23,60,25,58
23,60,58,27
23,60,27,56
23,60,56,29
23,60,29,54
23,60,54,31
23,60,31,52
23,60,52,33
23,60,33,50
25,62,27,60
25,62,60,29
25,62,29,58
25,62,58,31
25,62,31,56
25,62,56,33
25,62,33,54
25,62,54,35
25,62,35,52
27,64,29,62
27,64,62,31
27,64,31,60
27,64,60,33
27,64,33,58
27,64,58,35
27,64,35,56
27,64,56,37
27,64,37,54
29,66,31,64
29,66,64,33
29,66,33,62
29,66,62,35
29,66,35,60
29,66,60,37
29,66,37,58
29,66,58,39
29,66,39,56
31,68,33,66
31,68,66,35
31,68,35,64
31,68,64,37
31,68,37,62
31,68,62,39
31,68,39,60
31,68,60,41
31,68,41,58
33,70,35,68
33,70,68,37
33,70,37,66
33,70,66,39
33,70,39,64
33,70,64,41
33,70,41,62
33,70,62,43
33,70,43,60
35,72,37,70
35,72,70,39
35,72,39,68
35,72,68,41
35,72,41,66
35,72,66,43
35,72,43,64
35,72,64,45
35,72,45,62
9,50,12,47
9,50,47,15
9,50,15,44
9,50,44,18
9,50,18,41
9,50,41,21
9,50,21,38
9,50,38,24
9,50,24,35
11,52,14,49
11,52,49,17
11,52,17,46
11,52,46,20
11,52,20,43
11,52,43,23
11,52,23,40
11,52,40,26
11,52,26,37
13,54,16,51
13,54,51,19
13,54,19,48
13,54,48,22
13,54,22,45
13,54,45,25
13,54,25,42
13,54,42,28
13,54,28,39
15,56,18,53
15,56,53,21
15,56,21,50
15,56,50,24
15,56,24,47
15,56,47,27
15,56,27,44
15,56,44,30
15,56,30,41
17,58,20,55
17,58,55,23
17,58,23,52
17,58,52,26
17,58,26,49
17,58,49,29
17,58,29,46
17,58,46,32
17,58,32,43
19,60,22,57
19,60,57,25
19,60,25,54
19,60,54,28
19,60,28,51
19,60,51,31
19,60,31,48
19,60,48,34
19,60,34,45
21,62,24,59
21,62,59,27
21,62,27,56
21,62,56,30
21,62,30,53
21,62,53,33
21,62,33,50
21,62,50,36
21,62,36,47
23,64,26,61
23,64,61,29
23,64,29,58
23,64,58,32
23,64,32,55
23,64,55,35
23,64,35,52
23,64,52,38
23,64,38,49
25,66,28,63
25,66,63,31
25,66,31,60
25,66,60,34
25,66,34,57
25,66,57,37
25,66,37,54
25,66,54,40
25,66,40,51
27,68,30,65
27,68,65,33
27,68,33,62
27,68,62,36
27,68,36,59
27,68,59,39
27,68,39,56
27,68,56,42
27,68,42,53
29,70,32,67
29,70,67,35
29,70,35,64
29,70,64,38
29,70,38,61
29,70,61,41
29,70,41,58
29,70,58,44
29,70,44,55
31,72,34,69
31,72,69,37
31,72,37,66
31,72,66,40
31,72,40,63
31,72,63,43
31,72,43,60
31,72,60,46
31,72,46,57
5,50,8,47
5,50,47,11
5,50,11,44
5,50,44,14
5,50,14,41
5,50,41,17
5,50,17,38
5,50,38,20
5,50,20,35
7,52,10,49
7,52,49,13
7,52,13,46
7,52,46,16
7,52,16,43
7,52,43,19
7,52,19,40
7,52,40,22
7,52,22,37
9,54,12,51
9,54,51,15
9,54,15,48
9,54,48,18
9,54,18,45
9,54,45,21
9,54,21,42
9,54,42,24
9,54,24,39
11,56,14,53
11,56,53,17
11,56,17,50
11,56,50,20
11,56,20,47
11,56,47,23
11,56,23,44
11,56,44,26
11,56,26,41
13,58,16,55
13,58,55,19
13,58,19,52
13,58,52,22
13,58,22,49
13,58,49,25
13,58,25,46
13,58,46,28
13,58,28,43
15,60,18,57
15,60,57,21
15,60,21,54
15,60,54,24
15,60,24,51
15,60,51,27
15,60,27,48
15,60,48,30
15,60,30,45
17,62,20,59
17,62,59,23
17,62,23,56
17,62,56,26
17,62,26,53
17,62,53,29
17,62,29,50
17,62,50,32
17,62,32,47
19,64,22,61
19,64,61,25
19,64,25,58
19,64,58,28
19,64,28,55
19,64,55,31
19,64,31,52
19,64,52,34
19,64,34,49
21,66,24,63
21,66,63,27
21,66,27,60
21,66,60,30
21,66,30,57
21,66,57,33
21,66,33,54
21,66,54,36
21,66,36,51
23,68,26,65
23,68,65,29
23,68,29,62
23,68,62,32
23,68,32,59
23,68,59,35
23,68,35,56
23,68,56,38
23,68,38,53
25,70,28,67
25,70,67,31
25,70,31,64
25,70,64,34
25,70,34,61
25,70,61,37
25,70,37,58
25,70,58,40
25,70,40,55
27,72,30,69
27,72,69,33
27,72,33,66
27,72,66,36
27,72,36,63
27,72,63,39
27,72,39,60
27,72,60,42
27,72,42,57
1,50,4,47
1,50,47,7
1,50,7,44
1,50,44,10
1,50,10,41
1,50,41,13
1,50,13,38
1,50,38,16
1,50,16,35
3,52,6,49
3,52,49,9
3,52,9,46
3,52,46,12
3,52,12,43
3,52,43,15
3,52,15,40
3,52,40,18
3,52,18,37
5,54,8,51
5,54,51,11
5,54,11,48
5,54,48,14
5,54,14,45
5,54,45,17
5,54,17,42
5,54,42,20
5,54,20,39
7,56,10,53
7,56,53,13
7,56,13,50
7,56,50,16
7,56,16,47
7,56,47,19
7,56,19,44
7,56,44,22
7,56,22,41
9,58,12,55
9,58,55,15
9,58,15,52
9,58,52,18
9,58,18,49
9,58,49,21
9,58,21,46
9,58,46,24
9,58,24,43
11,60,14,57
11,60,57,17
11,60,17,54
11,60,54,20
11,60,20,51
11,60,51,23
11,60,23,48
11,60,48,26
11,60,26,45
13,62,16,59
13,62,59,19
13,62,19,56
13,62,56,22
13,62,22,53
13,62,53,25
13,62,25,50
13,62,50,28
13,62,28,47
15,64,18,61
15,64,61,21
15,64,21,58
15,64,58,24
15,64,24,55
15,64,55,27
15,64,27,52
15,64,52,30
15,64,30,49
17,66,20,63
17,66,63,23
17,66,23,60
17,66,60,26
17,66,26,57
17,66,57,29
17,66,29,54
17,66,54,32
17,66,32,51
19,68,22,65
19,68,65,25
19,68,25,62
19,68,62,28
19,68,28,59
19,68,59,31
19,68,31,56
19,68,56,34
19,68,34,53
21,70,24,67
21,70,67,27
21,70,27,64
21,70,64,30
21,70,30,61
21,70,61,33
21,70,33,58
21,70,58,36
21,70,36,55
23,72,26,69
23,72,69,29
23,72,29,66
23,72,66,32
23,72,32,63
23,72,63,35
23,72,35,60
23,72,60,38
23,72,38,57
1,54,4,51
1,54,51,7
1,54,7,48
1,54,48,10
1,54,10,45
1,54,45,13
1,54,13,42
1,54,42,16
1,54,16,39
3,56,6,53
3,56,53,9
3,56,9,50
3,56,50,12
3,56,12,47
3,56,47,15
3,56,15,44
3,56,44,18
3,56,18,41
5,58,8,55
5,58,55,11
5,58,11,52
5,58,52,14
5,58,14,49
5,58,49,17
5,58,17,46
5,58,46,20
5,58,20,43
7,60,10,57
7,60,57,13
7,60,13,54
7,60,54,16
7,60,16,51
7,60,51,19
7,60,19,48
7,60,48,22
7,60,22,45
9,62,12,59
9,62,59,15
9,62,15,56
9,62,56,18
9,62,18,53
9,62,53,21
9,62,21,50
9,62,50,24
9,62,24,47
11,64,14,61
11,64,61,17
11,64,17,58
11,64,58,20
11,64,20,55
11,64,55,23
11,64,23,52
11,64,52,26
11,64,26,49
13,66,16,63
13,66,63,19
13,66,19,60
13,66,60,22
13,66,22,57
13,66,57,25
13,66,25,54
13,66,54,28
13,66,28,51
15,68,18,65
15,68,65,21
15,68,21,62
15,68,62,24
15,68,24,59
15,68,59,27
15,68,27,56
15,68,56,30
15,68,30,53
17,70,20,67
17,70,67,23
17,70,23,64
17,70,64,26
17,70,26,61
17,70,61,29
17,70,29,58
17,70,58,32
17,70,32,55
19,72,22,69
19,72,69,25
19,72,25,66
19,72,66,28
19,72,28,63
19,72,63,31
19,72,31,60
19,72,60,34
19,72,34,57
1,58,4,55
1,58,55,7
1,58,7,52
1,58,52,10
1,58,10,49
1,58,49,13
1,58,13,46
1,58,46,16
1,58,16,43
3,60,6,57
3,60,57,9
3,60,9,54
3,60,54,12
3,60,12,51
3,60,51,15
3,60,15,48
3,60,48,18
3,60,18,45
5,62,8,59
5,62,59,11
5,62,11,56
5,62,56,14
5,62,14,53
5,62,53,17
5,62,17,50
5,62,50,20
5,62,20,47
7,64,10,61
7,64,61,13
7,64,13,58
7,64,58,16
7,64,16,55
7,64,55,19
7,64,19,52
7,64,52,22
7,64,22,49
9,66,12,63
9,66,63,15
9,66,15,60
9,66,60,18
9,66,18,57
9,66,57,21
9,66,21,54
9,66,54,24
9,66,24,51
11,68,14,65
11,68,65,17
11,68,17,62
11,68,62,20
11,68,20,59
11,68,59,23
11,68,23,56
11,68,56,26
11,68,26,53
13,70,16,67
13,70,67,19
13,70,19,64
13,70,64,22
13,70,22,61
13,70,61,25
13,70,25,58
13,70,58,28
13,70,28,55
15,72,18,69
15,72,69,21
15,72,21,66
15,72,66,24
15,72,24,63
15,72,63,27
15,72,27,60
15,72,60,30
15,72,30,57
1,62,5,58
1,62,58,9
1,62,9,54
1,62,54,13
1,62,13,50
1,62,50,17
1,62,17,46
1,62,46,21
1,62,21,42
3,64,7,60
3,64,60,11
3,64,11,56
3,64,56,15
3,64,15,52
3,64,52,19
3,64,19,48
3,64,48,23
3,64,23,44
5,66,9,62
5,66,62,13
5,66,13,58
5,66,58,17
5,66,17,54
5,66,54,21
5,66,21,50
5,66,50,25
5,66,25,46
7,68,11,64
7,68,64,15
7,68,15,60
7,68,60,19
7,68,19,56
7,68,56,23
7,68,23,52
7,68,52,27
7,68,27,48
9,70,13,66
9,70,66,17
9,70,17,62
9,70,62,21
9,70,21,58
9,70,58,25
9,70,25,54
9,70,54,29
9,70,29,50
11,72,15,68
11,72,68,19
11,72,19,64
11,72,64,23
11,72,23,60
11,72,60,27
11,72,27,56
11,72,56,31
11,72,31,52
1,66,5,62
1,66,62,9
1,66,9,58
1,66,58,13
1,66,13,54
1,66,54,17
1,66,17,50
1,66,50,21
1,66,21,46
3,68,7,64
3,68,64,11
3,68,11,60
3,68,60,15
3,68,15,56
3,68,56,19
3,68,19,52
3,68,52,23
3,68,23,48
5,70,9,66
5,70,66,13
5,70,13,62
5,70,62,17
5,70,17,58
5,70,58,21
5,70,21,54
5,70,54,25
5,70,25,50
7,72,11,68
7,72,68,15
7,72,15,64
7,72,64,19
7,72,19,60
7,72,60,23
7,72,23,56
7,72,56,27
7,72,27,52
1,70,5,66
1,70,66,9
1,70,9,62
1,70,62,13
1,70,13,58
1,70,58,17
1,70,17,54
1,70,54,21
1,70,21,50
3,72,7,68
3,72,68,11
3,72,11,64
3,72,64,15
3,72,15,60
3,72,60,19
3,72,19,56
3,72,56,23
3,72,23,52
