"clean_data.pseudoX","y","z","rho"
11.338,9.268,193.474,349.855
12.262,11.22,192.86,574.156
13.682,14.225,192.544,25.89
15.617,13.045,188.942,289.498
14.075,5.348,191.269,505.639
16.02,9.28,191.483,692.741
17.88,22.178,189.233,775.548
21.127,28.578,193.834,693.923
22.287,30.86,194.43,1600.366
23.472,33.35,193.728,359.744
21.663,25.362,189.693,429.006
20.968,19.64,189.345,9.165
23.47,24.815,193.249,157.523
24.69,27.1,195.27,702.081
25.77,28.987,195.909,1173.149
16.545,15.188,193.647,90.78
16.74,15.635,193.699,27.633
17.81,17.672,194.484,99.47
18.678,19.302,194.341,71.835
20.298,22.46,191.795,69.536
19.817,16.823,189.249,124.71
18.907,10.427,192.936,39.301
21.017,14.703,194.637,116.59
22.765,18.335,193.625,109.396
9.9,6.382,192.933,493.052
10.652,7.895,192.63,412.675
12.065,10.893,192.18,1017.627
14.018,14.72,191.019,12.127
15.505,17.415,189.218,32.088
14.02,9.772,188.375,268.55
12.758,2.668,191.382,218.979
14.37,5.955,191.431,397.184
15.66,8.567,191.026,200.414
10.325,20.392,194.172,3.397
11.817,23.435,196.538,1.333
12.232,24.2,197.301,74.96
12.857,25.45,198.423,564.191
13.207,26.075,198.492,303.522
13.568,26.705,198.217,736.152
13.795,27.137,197.973,597.385
14.2,27.98,197.318,443.269
12.928,12.47,193.949,201.384
13.207,13.087,194.234,316.287
15.552,17.84,193.705,1.984
17.93,22.405,190.64,11.117
16.863,15.655,188.784,158.692
16.843,11.012,192.327,55.197
18.727,14.852,192.822,11.842
19.942,17.42,192.65,17.093
12.065,10.727,193.86,607.689
12.91,12.435,194.298,514.289
13.827,14.41,193.813,598.259
14.825,16.545,193.563,3.199
17.02,20.675,190.894,13.547
15.835,13.415,188.595,27.732
14.057,5.265,191.045,161.751
15.692,8.555,192.076,215.512
17.59,12.4,192.629,547.913
19.762,16.928,191.636,19.792
10.568,7.722,193.454,210.91
11.142,8.807,193.264,428.409
11.988,10.515,192.913,599.467
12.972,12.697,192.489,207.898
15.305,12.362,188.79,263.554
13.97,5.072,191.298,498.494
15.797,8.812,191.617,802.712
18.773,14.992,188.791,58.547
12.373,11.37,193.962,366.604
13.008,12.622,194.28,611.774
13.812,14.4,194.186,647.38
15.442,17.595,193.446,4.219
17.73,21.94,190.358,14.033
16.355,14.52,188.407,75.34
14.365,5.947,190.937,8.08
16.192,9.688,192.224,42.183
17.913,13.115,192.607,46.158
20.57,18.625,189.866,18.284
9.713,19.157,192.943,7.872
11.9,23.515,190.098,15.627
11.02,17.442,189.761,291.285
9.518,9.977,192.601,265.476
10.488,11.91,193.104,340.232
11.87,14.89,193.039,524.474
14.963,21.012,189.754,21.493
14.642,15.535,188.435,111.071
13.518,8.688,190.813,119.724
16.933,16.048,193.864,31.132
17.335,16.898,194.139,15.133
17.525,17.32,194.283,13.993
18.895,19.807,194.119,406.033
21.082,23.95,191.26,80.137
19.468,16.12,188.718,68.142
18.66,9.94,192.792,22.769
17.555,17.355,194.314,14.985
17.745,17.778,194.471,14.763
18.412,18.965,195.006,193.67
20.082,22.048,193.567,110.114
21.702,25.205,190.739,104.415
19.25,15.685,188.338,79.807
18.67,9.932,192.807,13.143
21.958,16.675,194.942,517.294
24.177,21.317,192.564,452.217
11.328,9.252,193.56,442.767
11.858,10.328,193.608,420.945
12.678,12.055,193.169,750.376
13.788,14.42,192.812,37.995
15.055,11.933,189.077,139.305
13.915,5.085,191.076,422.287
16.668,10.543,191.773,579.985
14.162,9.975,191.207,128.01
16.73,15.055,191.068,205.064
17.71,12.657,189.021,226.565
16.505,5.812,192.26,112.925
18.758,10.422,193.387,152.733
19.755,12.59,193.193,24.141
22.337,17.59,190.32,35.724
21.9,11.857,189.768,499.084
19.91,3.285,193.033,768.086
12.68,20.887,192.56,35.452
13.858,23.28,194.233,19.143
15.177,25.828,196.296,295.656
16.162,27.672,197.284,737.342
16.685,28.732,197.524,1270.352
17.605,30.555,196.192,1463.795
18.495,32.417,194.572,195.23
15.812,22.732,189.978,283.033
14.608,15.887,190.682,12.393
17.57,22.01,194.938,765.025
9.92,19.582,193.887,4.244
12.207,24.15,191.02,10.595
10.998,17.407,189.562,112.627
11.093,13.23,193.415,226.603
12.512,16.235,193.557,97.613
15.295,21.69,190.505,16.391
15.288,16.84,188.868,107.254
14.162,9.992,191.229,130.931
17.693,17.215,189.848,67.4
10.68,7.93,193.065,546.647
11.21,9.005,192.917,417.3
13.627,13.91,192.03,57.684
15.997,18.46,189.423,28.909
14.42,10.598,187.71,186.758
12.635,2.455,191.108,2729.55
14.812,6.858,191.728,429.706
16.532,10.318,191.287,73.547
13.95,23.373,196.056,66.919
14.69,24.775,197.067,338.755
15.57,26.475,197.32,1497.293
16.415,28.165,196.16,1064.54
17.305,29.965,194.349,443.632
16.152,23.305,191.413,185.821
15.245,17.14,193.125,5.454
16.3,19.328,194.692,2.205
16.747,28.645,193.167,115.969
18.148,31.36,195.364,238.216
18.865,32.825,195.52,139.443
19.672,34.408,195.169,51.593
20.175,35.403,194.886,44.205
20.59,36.308,194.552,89.962
18.16,27.105,190.628,188.729
19.86,26.395,192.794,91.011
15.83,18.218,192.812,3.052
17.335,21.202,194.627,10.574
21,28.46,193.946,131.906
18.637,19.35,191.445,76.909
20.368,18.635,195.416,163.534
21.477,21.035,197.262,518.529
21.952,21.832,197.761,916.928
22.425,22.62,198.059,840.686
9.887,19.6,193.167,5.284
12.168,24.15,190.407,11.075
10.128,15.623,188.952,53.214
8.387,7.737,191.68,860.233
10.637,12.36,193.189,194.508
12.375,15.975,193.275,106.508
14.962,20.988,190.712,17.407
14.01,14.175,188.611,37.515
13.52,8.648,190.606,58.601
17.903,17.657,189.465,149.372
10.218,7.047,192.851,491.451
11.17,8.987,192.824,285.627
12.61,12.008,192.076,268.17
14.475,15.605,190.659,17.962
16.055,18.487,188.83,35.277
14.543,10.88,188.662,310.262
13.16,3.567,191.401,217.516
14.137,5.537,191.497,429.73
15.547,8.358,191.315,348.439
11.798,10.145,193.729,343.027
12.333,11.185,193.846,355.736
12.725,12.03,193.797,744.513
13.927,14.605,193.259,621.676
15.867,13.485,189.436,190.333
14.508,6.205,191.292,477.086
16.975,11.195,191.871,550.981
13.018,12.7,193.945,99.511
13.845,14.445,194.609,145.404
14.742,16.4,194.442,135.419
16.17,19.115,193.875,3.432
17.23,21.03,193.004,11.103
16.053,14.057,190.999,55.375
15.753,8.807,191.685,7.04
17.602,12.52,192.708,67.993
18.965,15.29,193.026,12.637
21.185,19.932,190.856,14.802
18.287,23.017,188.835,388.241
21.62,29.605,193.606,530.064
22.9,32.057,193.713,283.374
24.005,34.33,192.957,57.869
21.322,24.645,187.813,233.791
20.53,18.715,188.002,10.485
23.585,25.012,192.481,148.024
24.755,27.285,194.371,640.101
25.727,28.975,195.058,392.447
15.937,22.542,194.769,158.077
17.242,25.052,195.759,1074.737
18.407,27.317,194.199,1103.02
17.535,21.24,189.999,192.708
16.593,15.08,192.068,106.544
17.95,17.91,193.848,111.253
18.968,20.087,194.532,14.112
19.25,20.698,194.784,262.286
19.455,21.118,195.025,123.227
15.93,22.825,193.933,20.835
17.863,26.625,196.278,541.058
19.238,29.31,196.743,297.016
20.46,31.798,195.141,1191.871
18.425,23.363,191.458,350.936
17.907,18.08,192.53,13.632
20.74,23.93,196.99,410.397
21.407,25.118,198.18,931.424
21.682,25.503,198.424,1398.689
21.94,25.945,198.681,1169.18
12.37,11.375,194.202,508.442
13.005,12.627,194.552,362.466
13.218,13.068,194.446,825.417
14.228,15.255,193.929,673.998
15.322,17.618,193.854,2.495
15.485,12.803,190.138,102.836
14.55,6.367,191.268,413.826
17.175,11.622,192.369,757.607
17.947,18.232,194.548,18.238
18.137,18.655,194.732,15.31
18.33,19.045,194.891,336.633
18.627,19.64,195.217,129.761
20.115,22.335,194.476,828.252
21.81,25.44,192.12,170.848
19.788,16.798,189.425,168.612
19.402,11.487,192.836,15.869
22.06,16.87,195.025,203.116
24.18,21.273,193.433,154.917
10.738,21.262,193.893,9.479
12.71,25.218,191.083,12.396
11.543,18.482,190.296,227.923
11.617,14.302,193.593,308.422
14.988,21.07,190.82,20.943
14.843,15.927,188.832,67.972
13.717,9.08,190.922,61.148
17.988,17.873,189.962,116.793
14.043,14.838,194.612,152.028
14.455,15.752,194.715,32.982
16.572,19.977,194.784,1.534
18.555,23.7,191.721,4.815
16.83,15.617,188.515,24.97
17.468,12.308,192.628,52.294
21.49,20.59,191.521,9.898
11.4,9.442,193.576,589.832
12.348,11.398,193.33,84.273
13.457,13.762,192.872,84.277
14.885,16.477,192.22,16.818
16.67,19.775,189.833,29.802
14.953,11.688,188.076,164.228
15.253,7.717,191.851,604.871
16.925,11.115,192.23,320.571
11.247,22.267,193.708,8.972
12.925,25.575,191.153,13.969
11.192,17.773,190.053,138.653
11.985,15.152,193.853,498.32
14.57,20.233,192.993,28.407
13.543,13.375,190.17,31.654
13.445,8.607,190.539,16.329
18.407,18.722,189.747,112.116
11.625,5.175,191.947,270.891
11.965,5.835,192.021,442.792
14.33,10.773,191.747,160.415
16.708,15.343,189.314,13.747
18.71,19.082,186.705,9.097
16.273,9.608,186.783,539.974
15.455,3.428,192.772,544.715
20.57,13.898,188.925,83.025
10.42,20.655,195.036,3.284
12.608,25.012,192.19,10.551
11.205,17.78,189.419,67.047
9.573,10.115,191.724,1577.219
11.935,14.96,193.72,508.74
16.135,23.368,191.471,25.356
16.05,18.323,189.398,167.154
14.82,11.253,191.424,202.628
18.438,18.733,189.991,193.167
11.54,9.658,193.652,619.699
12.075,10.698,193.648,450.077
12.97,12.66,193.575,153.806
14.7,16.067,192.695,17.165
16.882,20.19,190.166,28.853
15.403,12.545,188.177,171.774
15.988,9.25,192.065,581.384
17.258,11.828,191.951,36.045
14.512,24.315,191.889,1580.009
15.897,27.038,194.143,14.591
16.745,28.645,195.769,64.29
17.618,30.33,196.521,251.714
14.055,14.852,194.458,163.556
14.745,16.38,194.964,30.874
18.508,23.685,192.697,7.925
18.195,13.795,193.205,52.805
21.79,21.235,191.472,8.494
10.955,21.718,194.358,4.861
11.37,18.218,190.159,120.314
12.088,15.345,193.889,542.152
15.293,21.642,192.905,18.697
15.033,16.305,188.857,50.777
16.78,15.42,188.612,60.108
10.512,20.795,194.614,6.032
12.602,25,191.791,21.898
10.87,17.122,189.518,59.034
9.133,9.232,191.633,1229.712
11.172,13.4,193.594,111.71
12.302,15.787,194.047,718.09
14.985,21.04,191.8,28.176
14.585,15.465,188.618,41.482
16.332,14.58,188.436,48.855
12.902,12.428,194.384,733.313
14.04,14.82,194.58,961.849
14.938,16.78,194.391,85.023
16.567,14.927,189.998,95.662
15.325,7.853,191.577,331.802
17.483,12.242,192.789,2175.814
14.433,15.693,194.667,207.795
15.147,17.25,195.383,10.188
15.835,18.75,195.811,52.925
16.592,20.158,195.746,35.995
18.492,23.67,193.247,12.509
17.465,16.91,189.057,18.442
17.003,11.367,192.24,11.481
21.868,21.413,192.525,9.809
12.065,6.043,192.092,352.884
12.293,6.485,192.082,462.94
12.828,7.525,192.427,216.574
14.352,10.755,192.354,660.436
17.04,15.992,189.618,16.344
17.352,11.805,187.894,156.751
16.017,4.545,191.456,217.425
17.407,7.343,191.877,162.425
19.89,12.498,190.45,278.373
11.183,17.792,189.452,41.785
9.668,10.342,191.423,1064.725
12.215,15.66,193.746,397.266
15.81,22.768,192.333,16.725
15.015,16.35,188.482,29.731
16.762,15.465,188.671,36.422
12.29,6.495,192.115,290.668
12.518,6.938,192.118,368.008
14.288,10.598,192.13,921.697
15.707,13.337,191.765,15.993
17.98,17.68,189.369,21.838
16.128,9.395,186.96,496.403
15.422,3.428,192.795,518.953
18.665,9.908,191.876,72.467
21.11,14.963,189.476,135.34
23.533,28.855,193.885,593.529
22.285,22.143,190.196,429.468
22.078,17.465,191.583,197.674
26.51,26.017,196.465,765.701
27.562,28.075,195.409,823.681
25.265,18.933,190.813,681.047
25.41,14.655,191.616,145.621
11.812,23.407,194.831,2.886
13.692,27.17,192.028,4.207
11.938,19.318,189.813,59.582
10.715,12.47,192.327,1169.454
12.652,16.432,194.117,528.316
13.86,19.023,194.611,60.495
15.622,22.373,193.81,15.078
17.407,25.692,190.896,8.797
15.587,17.415,188.791,28.43
17.335,16.53,189.004,34.87
13.04,12.62,194.626,785.33
13.433,13.465,194.77,713.344
13.843,14.375,194.409,957.453
14.535,15.915,194.206,73.735
15.812,13.375,190.125,88.589
14.765,6.765,191.369,382.061
17.477,12.222,192.663,745.079
18.337,19.075,194.845,17.586
18.53,19.465,195.016,332.655
18.735,19.885,195.209,165.577
19.578,21.348,195.625,487.305
21.25,24.413,193.781,551.207
22.308,26.463,191.825,323.301
20.852,18.983,190.568,226.609
20.363,13.455,193.099,35.533
22.155,17.073,194.995,181.426
24.38,21.693,193.717,114.928
11.748,10.11,193.758,566.06
12.383,11.362,193.828,442.871
13.467,13.747,193.771,407.024
15.305,17.415,192.634,26.27
17.4,21.343,189.996,30.012
16.023,13.897,188.37,271.949
15.965,9.235,192.221,637.862
16.955,11.188,192.392,388.917
18.742,19.913,195.035,323.074
18.947,20.332,195.241,160.973
19.152,20.74,195.417,81.001
19.625,21.528,195.717,494.055
22.24,26.32,192.745,315.483
20.605,18.555,189.79,206.615
19.89,12.59,192.432,14.279
22.15,17.115,194.666,99.54
11.48,22.715,194.723,7.604
10.923,17.128,190.773,57.598
9.78,10.528,191.547,1268.29
11.735,14.455,193.494,201.785
13.055,17.265,194.294,485.891
14.682,20.455,194.092,26.149
16.87,24.598,191.24,22.185
14.907,16.09,188.588,32.462
16.548,14.98,188.823,38.95
13.455,13.462,194.584,862.965
14.453,15.685,194.661,649.344
15.252,17.418,194.592,12.659
16.555,14.877,189.992,65.874
15.735,8.695,191.554,136.973
18.33,13.935,193.074,393.852
12.152,10.915,193.919,498.259
12.668,11.957,193.956,494.267
13.29,13.278,193.856,502.506
15.03,16.695,193.16,18.555
17.52,21.48,190.434,31.573
15.93,13.613,188.191,150.304
14.48,6.13,191.295,925.866
16.413,10.095,192.261,623.719
17.887,13.078,192.515,73.883
14.93,16.718,194.983,100.626
15.545,18.062,195.385,1.628
15.94,18.92,195.876,46.789
16.955,20.77,195.747,28.223
18.737,24.028,193.61,118.537
20.1,26.742,190.964,52.053
17.29,16.628,188.814,44.547
16.71,10.875,191.868,4.756
19.76,16.94,194.011,94.54
21.375,20.317,193.352,5.232
11.508,22.76,195.36,12.344
11.43,18.217,189.7,20.34
10.325,11.585,191.756,524.944
12.873,16.902,194.148,275.891
15.245,21.572,193.688,14.711
15.262,16.775,188.723,14.94
17.01,15.89,188.497,19.083
17.72,34.947,196.105,143.771
18.04,35.522,196.111,212.415
18.328,36.11,195.891,66.425
18.618,36.752,195.624,110.054
18.915,37.442,195.196,43.501
19.118,37.897,194.947,40.975
12.062,23.868,195.16,1.233
13.74,27.175,192.606,3.182
11.875,19.11,190.053,16.844
10.575,12.1,191.642,268.308
12.72,16.482,193.794,191.545
14.207,19.69,194.784,6.56
16.098,23.215,193.673,7.071
15.512,17.215,189.143,7.723
17.352,16.545,188.884,10.063
12.727,7.332,192.166,232.941
12.952,7.768,192.196,357.287
13.58,9.037,192.601,42.734
16.778,15.355,190.27,28.798
19.365,20.348,187.502,10.159
16.927,10.872,187.028,511.351
16.005,4.463,193.051,519.587
18.578,9.678,191.894,120.685
21.233,15.192,189.517,269.448
13.565,13.745,194.257,535.819
14.287,15.265,194.907,379.228
14.902,16.61,194.799,512.591
16.355,14.525,190.399,27.913
15.747,8.737,191.322,68.376
18.255,13.782,193.028,1046.454
19.15,20.733,195.198,154.057
19.355,21.14,195.385,65.979
19.552,21.542,195.578,270.732
20.19,22.598,195.796,547.079
22.31,26.552,192.91,453.726
22.102,21.562,191.017,303.775
21.832,16.418,194.065,5.073
23.372,19.648,195.547,1065.096
24.868,22.812,194.375,1173.934
12.515,11.6,194.152,407.327
13.143,12.87,194.092,593.832
14.047,14.85,194.103,494.524
15.038,16.985,193.737,39.55
17.225,21.127,190.806,29.2
16.685,15.21,188.174,284.354
14.92,7.072,191.381,795.831
16.542,10.358,192.289,653.162
18.143,13.56,192.554,23.68
13.202,8.255,192.216,215.095
13.438,8.68,192.284,178.152
13.96,9.725,192.691,88.746
16.935,15.7,191.017,16.238
19.225,20.017,188.542,11.636
16.83,10.695,186.995,400.089
15.795,4.068,192.634,445.608
18.613,9.72,192.324,204.865
21.483,15.68,189.769,542.668
13.355,26.545,192.966,3.206
11.837,19.125,189.734,8.649
10.727,12.505,191.796,201.368
12.992,17.142,194.091,166.887
13.685,18.683,194.48,17.127
17.098,25.102,192.269,6.318
16.815,19.9,190.358,18.844
18.655,19.23,189.662,24.011
13.52,26.74,193.666,12.21
12.137,19.595,191.721,10.275
11.405,13.83,192.308,102.101
12.885,16.907,193.919,115.803
14.305,19.907,194.953,7.784
16.067,23.258,194.383,6.471
17.657,26.135,192.057,4.285
15.36,16.992,189.197,2.461
17.303,16.55,188.803,3.075
15.395,17.66,194.99,24.55
15.89,18.77,195.633,7.732
16.688,20.45,196.406,626.419
17.722,22.302,196.056,364.777
19.415,25.407,193.453,158.168
17.452,16.9,189.367,59.339
18.623,14.65,193.076,4.251
20.605,18.742,194.184,318.527
22.63,22.915,192.875,154.351
12.925,12.475,194.223,449.772
13.648,13.995,194.189,832.929
14.453,15.762,194.063,129.469
15.623,18.035,193.78,36.615
17.118,20.702,192.26,34.858
16.532,14.838,190.014,302.928
15.773,8.817,191.811,605.773
16.852,10.992,192.417,655.663
18.238,13.772,192.906,246.622
13.62,9.123,192.308,203.261
13.818,9.53,192.478,131.673
14.41,10.85,192.833,120.903
15.13,12.41,192.526,21.375
16.775,15.578,191.89,15.862
19.26,20.337,188.895,18.145
18.085,13.352,187.21,482.081
17.07,6.728,192.826,519.244
19.01,10.608,192.228,178.639
21.773,16.348,189.588,2776.859
19.99,22.435,195.425,196.106
20.26,22.825,195.539,289.886
20.535,23.21,195.508,521.648
20.792,23.652,195.492,470.491
21.898,25.702,194.498,226.425
23.167,28.202,192.45,467.559
20.357,18.087,188.509,330.462
20.285,13.367,192.048,48.191
24.128,21.195,195.445,949.21
25.722,24.56,193.965,1056.368
12.488,24.727,195.419,1.99
13.652,26.992,193.411,4.677
10.74,12.503,191.55,36.268
13.005,17.14,193.965,53.264
13.81,18.918,194.537,3.214
12.615,24.91,196.015,2.761
14.145,28.048,193.362,2.033
11.06,13.145,191.713,12.888
13.707,18.613,194.586,5.839
15.29,21.8,195.285,11.841
16.96,24.882,193.682,5.583
19.602,21.59,195.325,68.538
19.8,21.992,195.53,228.351
20.07,22.382,195.632,362.8
20.345,22.768,195.589,647.312
21.447,24.865,194.73,100.614
22.958,27.8,192.174,325.767
20.845,18.958,188.822,274.047
20.778,14.242,193.053,67.47
23.627,20.085,195.273,945.428
25.443,23.915,193.538,646.506
14.062,14.855,194.503,345.41
14.685,16.175,194.954,19.192
15.08,17.097,194.979,188.708
15.68,18.375,194.957,18.619
16.932,15.857,189.268,7.34
15.778,18.497,195.382,3.263
16.465,19.997,196.181,334.66
16.86,20.84,196.572,1067.14
17.593,22.08,196.425,892.221
19.057,24.742,194.503,168.947
17.205,16.458,190.103,71.262
19.542,16.512,194.047,50.041
23.105,23.995,192.774,159.22
14.7,16.16,194.789,245.727
15.59,18.192,195.177,59.159
17.275,16.5,189.429,2.906
19.675,16.82,193.475,1.43
13.345,13.34,194.292,564.72
13.67,13.977,194.247,921.934
14.475,15.745,194.541,542.974
15.992,18.712,193.946,39.574
17.663,21.795,192.004,29.115
16.595,15.045,189.392,193.704
15.57,8.407,191.352,533.994
16.875,11.025,192.336,641.122
18.537,14.425,193.233,271.081
14.037,9.985,192.537,153.401
14.217,10.39,192.7,178.702
14.64,11.255,192.915,169.67
15.75,13.655,193.103,237.578
17.84,17.635,191.477,18.593
19.512,20.7,189.176,10.45
17.118,11.378,187.199,243.98
16.517,5.64,192.464,305.125
19.44,11.502,192.373,57.344
21.445,24.57,193.485,412.188
23.418,28.525,191.994,1207.152
22.095,21.54,191.697,102.712
23.767,20.665,196.613,387.159
26.57,25.852,193.956,330.283
23.962,16.113,190.914,320.686
23.247,10.16,192.213,5.777
20.475,23.258,195.466,248.833
20.75,23.643,195.446,406.371
21.008,24.085,195.444,378.461
21.482,24.98,195.293,294.624
23.685,29.292,191.874,447.4
21.67,20.71,189.138,363.952
21.505,15.775,192.589,34.829
24.447,21.823,195.283,1045.226
26.152,25.407,193.761,1214.62
12.79,25.307,195.575,2.113
14.415,20.157,194.981,3.212
16.29,19.632,195.657,13.788
16.778,20.678,196.296,256.044
17.702,22.308,196.708,777.997
18.88,24.405,195.749,333.504
20.048,26.678,193.649,217.89
17.995,17.955,189.965,108.975
21.312,20.248,194.344,358.427
23.322,24.43,193.021,207.274
14.795,16.413,194.724,14.212
19.058,24.808,192.549,1.337
13.497,13.565,194.379,395.21
14.22,15.085,194.467,909.239
15.117,17.045,194.72,114.655
16.435,19.538,194.273,20.402
17.263,21.017,193.638,31.613
15.887,13.598,190.624,78.706
15.59,8.345,191.212,537.035
17.748,12.728,192.809,611.35
14.428,10.82,192.808,202.417
14.64,11.23,192.929,150.966
15.052,12.145,193.065,170.977
15.758,13.71,193.069,23.816
17.402,16.878,192.432,17.564
19.38,20.565,190.138,17.7
18.65,14.468,188.44,407.125
18.152,8.945,192.748,507.964
19.85,12.367,192.564,12.517
20.957,24.035,195.435,341.124
21.215,24.477,195.445,315.015
21.472,24.92,195.403,196.395
21.8,25.595,195.233,367.776
22.742,27.43,194.088,670.046
23.778,29.47,192.141,532.727
21.35,19.992,188.467,411.822
21.377,15.472,192.324,58.052
24.645,22.205,195.254,510.433
26.157,25.375,194.198,445.73
13.435,26.555,196.062,61.789
14.848,29.477,193.532,89.417
12.698,20.795,190.445,45.707
11.802,14.617,192,14.503
14.35,19.882,194.94,6.306
15.623,22.402,195.769,132.783
17.818,26.532,193.826,197.932
19.328,29.467,191.205,57.108
16.205,18.683,189.185,59.373
17.43,16.702,190.129,74.339
13.537,26.698,195.031,4.475
14.315,19.825,194.989,3.117
15.312,21.96,195.724,10.085
16.155,23.422,195.544,11.307
17.94,26.742,192.776,8.217
16.66,20.24,195.7,19.199
17.163,21.278,196.527,246.907
18.087,22.907,197,891.627
18.915,24.387,196.476,529.394
19.873,26.218,194.652,481.371
18.058,17.88,190.322,172.961
21.79,21.028,194.912,783.546
23.807,25.288,192.824,270.708
13.195,26.12,195.539,2.196
15.043,21.395,195.489,3.818
20.087,17.672,193.702,3.909
14.295,15.242,194.654,1143.599
14.69,16.165,194.77,370.734
15.378,17.665,194.846,2.171
16.61,19.933,194.588,36.485
18.3,23.002,192.442,19.654
16.465,14.698,188.979,44.539
15.225,7.665,190.663,425.466
17.733,12.71,192.764,640.096
16.685,20.212,195.51,16.865
17.475,21.872,196.73,229.553
18.51,23.725,197.217,1523.857
19.792,26.012,195.578,886.172
20.952,28.29,193.511,205.034
19.465,20.75,191.009,234.775
22.01,21.447,195.078,765.655
23.82,25.242,193.605,417.742
14.867,11.642,193.06,181.753
15.08,12.082,193.078,234.471
15.29,12.537,193.05,263.645
16.075,14.265,193.545,41.07
18.25,18.46,191.902,16.92
20.345,22.415,188.944,5.431
18.11,13.315,186.96,250.376
17.425,7.345,192.709,320.963
13.535,26.733,195.887,9.802
14.638,28.975,193.735,10.839
14.725,20.688,195.231,8.556
15.523,22.368,195.986,15.465
17.212,25.438,194.274,23.503
13.855,27.39,196.236,95.992
15.157,30.095,193.828,116.578
12.81,20.945,190.283,69.189
11.797,14.552,191.763,19.717
14.642,20.488,195.168,19.154
16.27,23.7,195.828,159.25
17.765,26.368,194.82,330.113
15.705,17.61,190.814,113.093
16.517,14.787,191.481,890.474
16.303,19.662,196.012,40.043
16.805,20.7,196.313,29.214
17.372,21.685,196.35,1.552
18.438,23.55,195.354,7.628
19.653,25.822,193.419,6.804
17.432,21.712,196.251,179.179
18.132,23.152,197.17,401.584
18.862,24.382,197.538,1218.936
20.13,26.642,195.659,1036.721
21.072,28.478,193.874,221.79
18.96,19.635,190.693,307.33
21.025,19.3,194.475,90.104
22.15,21.643,195.487,842.086
23.758,25.008,194.079,383.261
14.115,14.805,194.696,919.165
15.01,16.767,195.161,406.42
16.678,20.13,195.14,53.813
17.85,22.192,193.935,21.442
19.36,25.127,191.174,7.006
17.74,17.322,188.943,123.324
19.483,16.31,193.882,20.83
14.043,27.76,195.848,133.107
15.265,30.247,193.554,179.913
13.013,21.372,190.691,105.223
11.902,14.753,191.878,25.393
14.755,20.64,195.249,318.847
18.268,27.36,193.907,439.262
19.422,29.603,191.67,205.295
16.402,19.045,189.541,142.701
17.535,16.875,190.309,191.776
14.59,28.78,195.688,223.015
15.683,31.035,193.576,93.249
13.32,22.005,190.816,80.629
12.41,15.86,192.267,20.594
15.247,21.695,195.758,180.822
18.807,28.377,193.805,241.074
16.51,19.235,189.986,104.925
20.377,22.548,193.569,227.5
15.707,13.352,193.316,350.835
15.907,13.828,193.319,115.038
16.205,14.522,193.425,30.076
18.357,18.678,193.097,17.758
20.258,22.19,190.741,11.879
19.722,16.552,189.157,421.664
19.233,11.025,193.223,587.402
20.31,13.18,192.937,6.556
15.295,12.518,193.201,274.851
15.505,12.972,193.185,298.974
15.802,13.655,193.24,78.03
16.298,14.765,193.415,6.695
18.188,18.29,192.413,20.677
20.165,21.977,190.136,7.85
18.015,13.093,187.763,204.286
17.31,7.125,192.505,257.328
19.572,11.732,192.836,354.266
21.422,24.88,195.435,258.153
21.68,25.322,195.406,194.559
21.888,25.795,195.31,269.657
22.33,26.627,194.95,492.858
23.29,28.427,193.734,440.689
24.1,30.087,192.177,545.918
21.452,20.17,188.311,429.711
24.758,22.407,194.972,368.355
26.775,26.667,193.516,156.294
21.873,25.722,195.393,180.44
22.08,26.195,195.31,274.004
22.298,26.648,195.115,447.653
22.643,27.23,194.779,486.694
23.16,28.21,194.069,406.847
23.97,29.87,192.79,977.636
21.75,20.795,188.406,423.073
24.44,21.77,194.447,365.433
26.65,26.428,193.977,419.595
16.102,19.12,195.76,22.533
16.79,20.62,196.515,222.702
17.292,21.645,196.673,38.766
17.877,22.665,196.67,11.781
18.97,24.51,195.174,13.775
20.388,27.23,192.94,7.461
22.83,23.285,193.294,2.255
14.595,15.823,195.147,857.255
15.203,17.185,195.128,325.33
15.9,18.67,195.508,6.427
18.343,23.11,193.529,24.209
18.94,19.648,190.652,213.151
18.452,14.11,193.324,791.251
19.815,16.88,194.014,1.404
17.93,22.678,196.638,218.503
18.598,23.865,197.343,686.327
19.125,24.698,197.577,1162.946
20.138,26.595,196.231,1101.41
21.5,29.31,193.677,220.808
19.37,20.435,189.956,329.178
22.675,22.663,195.056,592.564
24.585,26.698,193.655,421.286
14.362,28.382,196.107,91.777
15.275,30.193,194.191,97.079
12.715,20.67,191.081,74.495
12.012,14.955,191.739,15.385
15.062,21.31,195.468,204.172
18.122,27.11,194.62,290.38
16.79,19.685,190.629,85.103
17.205,16.068,191.773,628.416
15.087,29.78,195.46,267.685
16.095,31.857,193.586,170.09
13.445,22.215,190.934,116.577
12.535,16.07,192.146,10.131
15.387,21.958,195.752,119.052
17.032,25.125,196.395,127.485
18.322,27.373,195.363,372.377
16.27,18.615,191.301,170.334
20.512,22.765,194.236,208.595
17.023,21.07,196.639,664.876
17.51,22.088,197.134,656.054
18.458,23.77,196.292,284.589
19.83,26.258,194.627,156.271
20.773,28.083,192.975,59.329
18.202,18.345,190.742,796.608
23.553,24.845,193.205,48.867
15.335,17.422,195.179,543.095
15.638,18.065,195.353,152.996
16.33,19.517,195.851,33.052
18.12,22.835,194.612,202.868
19.812,25.94,192.053,73.693
17.535,16.835,189.148,38.696
