"clean_data.pseudoX","y","z","rho"
13.77,23.12,196.23,116.554
14.617,24.727,197.567,709.724
15.06,25.545,197.967,660.7
15.803,27.042,197.147,220.364
17.215,29.965,194.767,27.838
19.535,21.163,186.513,12.746
23.267,28.478,191.152,821.865
26.325,34.63,191.401,205.842
25.31,24.01,190.45,58.476
26.793,26.985,192.758,364.378
28.078,29.28,193.771,648.293
29.798,32.548,193.397,286.282
2.91,1.188,192.979,710.456
3.595,2.495,193.164,728.529
3.928,3.175,192.881,831.789
4.928,5.182,192.168,656.823
6.535,8.47,190.85,359.286
9.245,9.363,189.047,608.616
6.398,-0.745,193.158,606.47
6.92,0.39,193.137,580.683
6.61,-0.495,191.199,547.338
8.295,2.82,190.675,274.887
9.472,5.222,190.095,113.913
10.942,8.165,189.663,83.494
12.12,5.902,188.882,669.904
9.872,-2.88,192.99,853.256
10.622,-1.312,192.788,621.491
11.398,0.235,192.179,518.457
12.408,2.218,191.344,308.538
15.938,22.762,187.054,7.991
19.67,30.078,192.169,447.192
21.365,33.35,193.849,561.102
22.073,34.765,193.702,245.999
22.775,36.258,193.557,249.788
20.195,26.765,188.41,37.157
19.678,21.483,187.797,6.014
22.838,28.008,192.638,196.607
24.09,30.312,194.289,375.417
25.267,32.373,194.863,185.228
3.905,3.183,192.501,787.305
4.828,4.932,193.15,551.674
5.398,6.045,193.23,619.633
5.935,7.157,192.832,762.945
7.115,9.555,192.124,507.53
8.293,11.948,191.294,441.526
10.02,10.905,189.466,441.47
7.482,1.48,192.891,650.367
8.268,3.04,193.268,471.092
8.31,12.213,191.1,10.668
10.292,16.145,193.549,35.502
11.147,17.882,194.519,127.662
12.138,19.84,195.308,77.295
12.877,21.242,195.531,2.161
12.537,11.77,192.397,99.399
13.335,22.25,195.836,10.726
14.185,23.902,197.11,790.784
14.617,24.745,197.647,765.589
15.297,26.04,197.268,133.085
16.462,28.305,195.405,20.642
14.942,16.737,193.604,1.932
6.963,0.172,191.165,464.713
8.22,2.587,190.937,332.926
9.378,5.002,190.515,215.063
11.933,10.12,189.367,67.076
12.538,6.77,188.576,598.845
10.108,-2.433,192.894,678.781
11.078,-0.41,192.838,681.084
11.853,1.138,192.144,511.25
12.822,3.07,191.572,372.102
8.795,3.95,190.767,400.183
10.565,7.485,191.53,435.467
12.39,11.178,191.436,329.881
13.573,8.928,190.508,220.373
11.958,1.345,191.889,457.809
13.033,3.59,192.811,427.138
14.14,5.797,193.365,371.047
14.883,7.282,193.171,580.022
10.65,7.617,190.701,465.568
14.85,15.965,193.216,233.668
14.357,6.108,191.922,670.694
16.118,9.658,193.942,645.557
16.632,10.7,194.516,782.356
17.225,12.02,194.735,827.735
17.84,13.365,194.34,247.935
18.872,24.225,194.355,125.164
20.683,27.755,195.537,2228.629
21.848,30.02,194.832,654.48
19.398,20.677,191.512,294.051
22.02,21.913,195.144,160.414
23.182,24.21,197.145,739.809
24.037,25.718,197.431,1342.245
24.74,27.017,197.528,1560.248
20.585,27.522,193.032,397.865
22.17,30.615,194.392,403.992
23.275,32.888,193.565,329.707
24.088,34.56,192.884,274.998
20.943,23.76,189.619,324.017
20.425,18.477,189.313,3.654
23.837,25.398,194.276,207.492
25.315,28.082,195.523,210.473
26.417,30.18,195.647,68.853
15.812,26.897,195.468,162.935
16.907,28.958,197.137,880.246
17.472,30.065,197.516,1138.203
18.358,31.87,196.772,1418.331
19.273,33.735,195.382,149.801
17.127,25.145,191.752,231.981
18.642,23.972,194.76,167.543
2.585,0.527,193.094,615.14
3.163,1.607,193.152,714.083
3.608,2.5,192.807,779.584
4.392,4.065,192.174,613.138
5.773,6.87,191.145,464.795
8.438,7.625,190.043,675.485
6.075,-1.405,193.19,488.749
6.715,-0.05,192.887,580.282
17.54,21.618,194.972,22.011
20.887,28.25,193.494,83.906
18.525,19.14,191.152,60.513
20.382,18.625,195.665,286.352
21.28,20.585,197.221,1082.964
21.59,21.22,197.659,1903.995
21.952,21.785,197.861,763.423
9.14,4.615,190.556,394.485
11.325,8.95,191.601,697.575
13.558,13.457,191.826,217.674
14.908,11.675,188.888,149.892
12.733,2.898,191.763,561.616
14.03,5.58,193.036,409.9
14.585,6.682,193.476,389.767
15.228,7.955,193.665,411.618
15.953,9.452,193.303,809.066
16.055,18.6,190.113,3.484
19.317,25.07,194.377,91.858
20.512,27.382,195.512,983.974
22.082,30.477,194.779,521.494
20.218,22.412,191.229,316.147
19.31,16.247,190.524,8.707
22.055,21.907,194.453,132.631
23.315,24.433,196.557,570.131
24.142,25.913,197.207,1314.12
16.378,19.208,189.858,3.923
20.11,26.523,194.446,560.138
21.383,29.015,195.303,775.075
22.568,31.505,194.249,487.092
20.22,22.355,190.475,325.201
22.773,23.39,194.776,221.585
24.102,25.898,196.766,648.106
24.733,26.975,197.224,1020.858
25.175,27.807,196.99,1297.444
5.23,5.858,192.455,349.096
6.377,8.05,192.878,561.766
6.815,8.942,193.26,480.311
7.747,10.915,193.252,460.661
9.035,13.505,192.544,699.55
10.018,15.405,192.06,2.471
12.305,19.972,189.22,10.302
11.015,12.912,187.769,281.668
8.722,3.92,192.389,643.532
10.02,6.602,193.251,581.033
11.688,18.952,194.634,2.07
12.343,20.275,195.393,38.584
13.178,21.89,196.141,50.157
16.152,27.755,193.018,4.479
9.705,14.938,191.572,8.804
13.183,21.838,195.737,5.168
13.925,23.278,196.532,110.233
14.242,23.932,196.881,350.871
15.207,25.83,196.249,179.634
16.778,28.925,193.917,290.229
14.43,19.775,189.748,124.74
13.31,13.17,191.578,4.765
15.76,18.247,194.749,46.406
11.865,19.023,189.26,29.581
15.02,25.28,193.675,183.072
17.55,30.155,196.83,206.241
18.15,31.402,196.688,182.14
18.932,32.98,195.796,115.113
19.627,34.438,194.69,98.768
16.98,24.795,189.868,202.323
16.188,18.865,190.236,13.151
18.932,24.525,194.319,167.251
9.445,5.212,190.998,302.574
11.525,9.377,192.183,150.593
13.032,12.457,192.13,983.071
14.215,14.762,191.997,10.678
16.72,19.732,189.471,16.914
15.317,12.5,188.155,177.011
14.567,6.622,193.389,687.672
15.532,8.545,194.025,723.848
16.458,10.497,193.533,815.914
6.605,8.705,191.238,474.055
8.375,12.24,193.183,284.161
9.533,14.655,194.236,171.038
10.09,15.71,194.163,843.123
10.858,17.208,194.086,290.913
12.153,19.718,193.755,61.269
14.137,23.62,191.296,23.391
12.928,16.88,189.622,182.948
10.943,8.565,192.03,2697.938
5.645,6.73,192.248,319.989
6.903,9.145,193.026,619.023
7.565,10.49,193.596,543.463
8.805,13.113,193.391,22.333
10.19,15.835,192.826,105.112
12.812,21.038,189.882,35.582
11.953,14.92,188.567,444.675
9.765,6.15,192.891,471.05
10.648,7.93,193.55,448.369
7.818,11.037,191.308,655.877
11.525,18.467,195.129,13.259
11.945,19.33,195.247,71.618
13.04,21.39,195.049,43.811
15.328,25.958,192.395,3.506
13.455,17.88,188.946,46.705
11.268,9.11,191.207,466.513
12.94,12.427,193.141,684.762
4.348,4.068,192.786,1215.196
5.37,6.037,193.021,712.702
5.822,6.923,192.85,610.163
6.782,8.885,192.725,356.757
8.273,11.922,191.839,767.228
9.552,14.46,191.21,3.644
11.84,19.028,188.44,13.93
10.548,12.03,188.365,278.165
8.035,2.583,192.787,494.552
8.912,4.36,193.165,543.829
20.818,27.88,195.257,567.978
21.983,30.145,194.491,434.585
22.898,32.01,193.483,478.139
20.65,23.227,189.586,319.222
19.935,17.53,191.204,35.491
22.35,22.518,194.583,777.287
23.325,24.343,196.146,22.343
24.265,26.055,196.981,218.754
16.332,19.08,188.211,275.379
21.338,28.935,194.57,607.391
22.503,31.2,194.4,314.999
22.023,26.02,189.797,245.539
21.128,19.843,190.116,32.146
22.992,23.733,193.152,270.145
24.265,26.253,195.156,1697.242
25.213,27.935,195.989,337.415
16.885,20.238,188.275,454.348
21.242,28.76,193.928,485.741
22.708,31.618,194.134,279.543
23.808,33.868,193.237,24.888
21.483,24.892,188.9,246.595
20.97,19.65,189.486,17.39
23.695,25.272,193.643,344.779
24.817,27.317,195.315,1758.358
25.685,28.78,195.753,410.042
10.31,16.205,191.177,20.152
12.722,21.022,194.114,64.484
14.608,15.825,191.818,13.785
16.282,19.35,194.17,2.572
19.512,25.348,193.649,5.974
18.13,18.202,192.409,4.744
20.29,18.523,196.184,52.089
20.685,19.365,196.69,44.215
20.89,19.773,196.754,15.251
16.082,18.672,194.15,60.483
17.465,21.41,195.033,167.865
18.735,23.872,194.258,7.238
20.508,27.422,192.088,141.28
17.948,17.9,189.125,62.699
19.683,17.28,195.156,7.05
20.17,18.325,196.037,180.677
21.035,19.928,196.835,798.779
9.235,14.035,193.492,278.103
8.383,12.42,191.693,579.674
10.568,16.755,194.413,960.376
11.295,18.258,195.246,1056.83
11.957,19.585,195.425,253.325
14.515,24.492,194.1,21.373
16.172,27.855,191.384,9.366
13.703,18.598,189.588,33.876
12.317,19.922,188.512,11.456
15.065,25.375,192.141,6.573
16.562,28.3,194.607,223.494
18.038,31.195,196.116,887.89
19.1,33.267,195.896,675.477
20.015,35.132,194.919,135.094
17.995,26.783,190.537,248.802
17.183,20.845,190.209,23.155
19.845,26.198,194.272,490.29
8.788,13.215,191.087,64.64
10.973,17.55,193.824,309.631
12.26,20.14,195.616,641.816
13.138,21.87,196.135,20.762
13.895,23.3,196.374,34.18
15.683,26.807,194.386,307.373
13.643,18.28,190.459,79.052
12.633,11.912,191.546,60.165
14.883,16.535,194.22,34.158
12.35,19.972,190.353,24.834
16.073,27.258,195.679,744.972
17.137,29.337,197.308,583.864
17.855,30.802,196.955,901.889
18.585,32.192,195.784,407.457
16.51,23.732,190.07,474.226
15.615,17.555,190.095,30.612
18.36,23.288,193.818,14.428
9.575,5.465,191.181,587.35
11.133,8.545,191.72,324.502
12.518,11.352,191.959,247.207
16.75,19.695,189.163,393.125
15.015,11.862,188.763,350.145
13.36,4.208,192.821,700.404
14.58,6.638,193.39,551.289
15.11,7.713,193.425,545.077
15.625,8.755,193.379,351.496
7.578,1.518,191.25,37.423
9.348,5.053,191.418,109.255
11.835,10.008,190.709,2.735
14.787,15.84,187.895,118.952
13.695,9.248,188.092,554.448
11.385,0.255,193.158,566.632
12.262,2.032,192.909,639.652
13.142,3.815,192.523,204.393
8.61,12.812,191.18,181.257
10.69,16.977,193.82,591.407
11.978,19.567,195.563,764.041
12.745,21.065,195.669,1.827
13.503,22.495,196.14,47.188
14.683,24.775,195.415,296.057
15.797,27.008,193.44,230.902
13.63,18.302,190.228,64.645
12.08,10.875,191.131,119.099
14.242,15.265,193.823,21.412
11.133,17.628,190.648,11.267
13.98,23.29,194.43,2.934
15.503,26.24,196.715,309.057
16.388,27.893,197.555,284.017
16.825,28.775,197.332,181.928
17.533,30.19,196.425,33.374
15.953,22.732,190.664,558.591
15.045,16.567,191.143,29.313
9.975,15.345,190.825,5.756
12.387,20.162,193.851,3.023
13.647,22.663,195.778,31.674
14.74,24.727,197.227,39.177
15.527,26.228,197.082,259.584
17.35,29.875,194.11,614.443
14.683,20.15,190.621,403.29
13.988,14.435,191.692,21.211
10.63,7.688,190.899,494.392
12.71,11.852,192.326,432.044
13.682,13.823,192.437,451.596
15.875,13.645,188.725,190.773
14.113,5.768,192.05,454.649
15.742,9.058,193.929,396.476
16.385,10.33,193.969,591.253
16.91,11.442,194.035,676.909
10.658,7.678,190.626,475.845
12.538,11.41,192.134,235.325
14.33,15.023,192.937,378.884
18.652,23.567,188.948,111.396
16.183,14.31,188.625,165.261
14.668,6.86,192.184,504.791
16.41,10.348,194.118,441.094
17.132,11.867,194.186,777.349
17.938,13.645,193.883,146.779
11.12,8.53,190.512,444.032
13.65,13.58,192.499,619.553
19.335,24.828,189.289,191.143
16.762,15.377,188.751,115.41
15.328,8.12,192.337,544.557
17.17,11.82,194.512,449.616
17.593,12.685,194.51,1046.85
18.398,14.453,194.618,292.811
15.312,17.225,189.298,24.486
18.817,24.107,193.72,183.142
21.58,29.502,194.746,255.281
22.992,32.422,193.066,71.652
21.868,25.842,191.845,176.659
21.26,20.34,193.065,1.963
22.278,22.518,194.743,35.272
23.5,24.84,196.311,1295.513
24.652,26.942,196.918,845.566
16.335,19.13,189.209,256.799
20.375,27.005,194.381,776.193
22.05,30.305,194.56,409.104
23.352,33.01,193.201,178.978
19.682,16.988,189.623,13.754
22.44,22.69,193.528,23.546
23.965,25.655,195.687,981.387
25.235,27.94,196.764,1046.159
12.03,19.308,190.534,11.832
14.877,24.97,194.379,3.191
16.197,27.468,196.343,735.576
17.163,29.337,197.34,701.943
17.652,30.37,196.941,543.24
18.382,31.76,195.733,250.37
16.528,23.755,190.67,567.269
15.62,17.59,190.68,35.061
18.06,22.628,194.029,12.727
9.43,14.545,191.646,17.643
11.842,19.363,194.666,129.688
12.71,21.082,195.825,216.8
13.36,22.33,196.363,13.789
13.875,23.348,196.57,23.825
14.625,24.815,196.527,90.21
15.802,27.075,194.951,550.232
13.762,18.548,190.816,126.325
12.62,11.948,191.076,9.933
10.117,6.56,190.837,433.456
12.445,11.15,192.283,383.099
14.25,14.8,192.418,72.006
17.898,22.105,189.094,316.913
16.422,14.747,189.229,480.423
14.462,6.412,192.9,410.201
15.35,8.17,193.82,403.842
15.992,9.462,193.73,427.421
16.585,10.782,193.875,538.809
16.07,18.688,188.395,18.789
19.015,24.503,192.134,9.266
20.562,27.483,194.148,753.941
22.238,30.782,194.46,446.041
23.337,33.032,193.282,230.869
21.13,24.277,190.126,257.294
20.32,18.34,189.78,16.855
22.822,23.515,193.645,176.979
24.095,26.035,195.81,943.727
25.067,27.725,196.421,902.53
11.773,14.23,192.96,26.366
13.35,17.385,194.009,3.827
15.643,21.91,191.775,4.743
14.792,15.8,188.536,210.44
14.762,11.442,192.89,332.405
15.072,12.047,193.127,307.188
15.285,12.457,193.281,242.413
15.497,12.898,193.322,318.615
14.772,16.282,190.603,12.907
17.835,22.348,194.305,83.018
18.927,24.413,195.564,15.671
20.305,27.078,195.211,133.299
20.15,22.5,191.419,252.809
19.242,16.335,192.474,8.598
20.995,19.992,195.179,480.984
22.255,22.518,197.244,578.667
22.987,23.758,197.484,277.939
12.165,15.05,193.02,38.273
13.445,17.587,194.4,106.959
15.985,22.595,191.96,96.469
15.245,16.698,188.602,223.427
15.008,11.873,193.153,377.176
15.522,12.915,193.379,267.579
15.735,13.355,193.432,356.541
15.945,13.81,193.439,400.822
15.002,20.603,195.042,568.178
17.21,24.9,193.179,575.201
15.337,16.823,188.488,109.727
14.12,10.062,191.561,541.584
16.282,14.453,193.657,525.366
17.005,15.972,193.919,231.223
17.205,16.428,193.957,95.641
17.4,16.875,194.067,26.045
7.18,5.08,192.029,468.819
9.508,9.67,192.457,158.795
10.782,12.28,191.851,509.819
12.678,16.038,190.198,5.846
12.227,10.695,188.639,217.15
10.65,3.145,192.106,305.694
11.205,4.26,192.014,293.578
11.408,4.713,192.025,270.626
11.622,5.155,192.043,302.333
11.845,5.593,192.068,257.847
8.242,7.293,191.747,50.402
10.428,11.628,192.755,290.119
12.493,15.647,192.472,286.358
14.12,18.845,191.849,11.425
12.468,11.218,189.263,139.063
12.498,6.928,192.155,198.898
12.933,7.82,192.135,235.846
13.16,8.262,192.174,283.14
13.385,8.698,192.229,229.265
15.18,21.028,194.754,80.101
16.373,23.35,195.315,443.802
18.028,26.685,193.935,64.138
17.295,20.825,189.047,197.856
16.302,14.42,192.437,161.216
17.977,17.945,194.121,255.466
18.57,19.282,194.459,6.212
18.868,19.9,194.72,12.161
19.06,20.29,194.921,276.684
9.56,9.873,191.326,531.077
12.09,14.922,193.543,520.494
13.795,18.312,193.546,83.654
14.98,16.118,190.148,191.367
13.825,9.51,192.244,1983.88
14.892,11.672,193.243,182.515
15.528,12.925,193.467,310.741
15.74,13.365,193.519,434.694
15.95,13.82,193.51,516.36
11.732,14.448,191.876,18.204
14.678,20.263,194.468,37.344
16.175,23.155,194.73,76.469
15.605,17.558,189.55,139.5
14.595,11.19,191.483,427.868
16.958,16.035,193.943,646.896
17.745,17.803,194.269,37.344
18.148,18.652,194.649,17.512
1.98,3.65,193.226,886.056
2.323,4.325,193.609,818.585
2.54,4.768,193.856,607.023
2.99,5.668,194.129,620.517
3.435,6.558,193.903,484.328
3.66,7,193.658,721.127
3.895,7.445,193.424,721.647
4.208,8.115,193.102,912.477
4.83,9.433,192.656,609.652
6.117,12.023,191.775,594.555
15.11,29.713,198.718,972.221
15.515,30.555,198.801,1065.525
15.902,31.395,198.264,1226.119
16.098,31.8,197.807,1416.599
16.31,32.172,197.373,974.04
5.535,1.978,192.278,358.624
10.962,8.405,189.48,698.688
8.312,-1.237,193.626,617.369
8.53,-0.775,193.882,543.799
8.972,0.113,194.138,523.329
9.418,0.985,193.905,391.037
9.65,1.422,193.665,592.982
15.395,21.952,195.524,29.949
17.282,25.702,193.532,12.777
15.55,17.825,190.288,4.987
17.882,18.517,196.783,17.304
14.425,19.698,190.519,37.56
17.917,26.623,195.16,873.386
19.822,30.29,195.89,539.614
21.118,32.995,194.639,1544.961
18.435,23.31,190.742,488.551
18.227,18.632,191.68,168.217
21.552,25.32,196.637,727.382
22.285,26.56,197.679,1307.208
22.652,27.225,198.061,1103.188
22.86,27.698,198.253,1800.996
10.96,21.782,196.201,6.118
11.178,22.185,196.594,132.655
11.603,22.995,197.161,75.049
12.01,23.8,197.329,78.499
12.21,24.205,197.324,21.733
12.432,24.605,197.295,10.646
12.793,25.235,197.02,3.15
12.557,16.127,189.93,6.58
17.482,25.792,195.221,38.525
19.145,29.07,193.648,62.715
17.28,21.005,189.096,362.958
16.578,15.29,190.786,18.216
19.118,20.53,193.931,7.136
20.01,22.438,194.957,89.834
20.412,23.26,195.311,134.2
20.682,23.65,195.446,197.676
9.585,18.748,192.051,26.841
13.03,25.692,197.157,101.638
13.545,26.71,198.234,460.408
13.768,27.11,198.663,873.35
14.237,27.955,198.992,909.263
14.672,28.83,198.769,1435.032
15.098,29.69,198.055,1502.983
15.275,30.08,197.583,1166.554
8.805,8.543,191.725,430.721
10.86,12.703,193.365,189.007
15.117,21.115,191.786,25.56
14.043,14.557,190.708,213.399
12.57,7.322,192.799,673.93
13.68,9.54,194.127,711.009
14.012,10.207,194.562,491.711
14.248,10.633,194.909,361.278
14.658,11.45,195.436,581.949
15.422,22.202,195.862,54.094
16.625,24.468,196.715,117.619
18.388,28.015,194.776,215.057
16.625,20.172,191.215,68.508
18.477,19.715,196.504,1.417
18.873,20.573,197.333,47.857
19.065,20.963,197.741,1038.52
19.468,21.785,198.358,680.013
3.637,6.99,192.209,714.768
4.53,8.785,193.236,679.89
4.992,9.67,193.747,582.224
5.228,10.115,194.016,373.005
5.638,11.003,194.339,363.623
6.065,11.902,194.184,229.952
6.278,12.358,194.058,2275.04
6.887,13.575,193.782,751.209
7.537,14.893,193.198,848.543
14.298,19.51,191.153,30.149
17.9,26.65,195.786,1569.686
19.773,30.312,195.99,477.724
21.075,33.017,194.473,695.392
18.315,23.14,190.903,441.855
17.708,17.638,191.505,11.457
20.868,24.162,196.346,417.268
21.735,25.792,197.884,1246.431
22.157,26.398,198.258,1338.943
22.415,26.84,198.513,1048.385
11.663,4.918,190.112,58.078
14.062,9.793,190.581,42.913
17.54,16.733,188.26,38.324
16.782,10.688,188.261,130.791
14.925,2.587,191.723,25.181
17.175,7.21,192.496,211.245
18.708,10.418,192.2,125.581
21.18,15.215,189.705,15.771
20.188,8.373,189.405,166.071
18.17,-0.21,192.549,462.426
10.123,19.845,192.278,12.312
12.938,25.485,196.232,4.904
13.562,26.7,197.52,249.155
13.995,27.542,198.419,825.484
14.238,27.955,198.745,970.861
14.672,28.83,199.011,525.689
15.325,30.122,198.299,1188.908
15.503,30.512,197.828,1009.663
15.698,30.918,197.37,902.862
9.418,0.26,190.097,125.653
14.047,9.512,187.823,163.771
15.507,8.032,188.087,628.402
13.852,0.387,191.672,1583.621
14.92,2.55,191.165,844.551
16.17,5.148,190.447,420.875
18.148,4.152,189.466,615.896
14.552,10.815,190.474,42.417
18.67,14.633,189.167,45.837
17.285,7.383,191.506,674.189
19.35,11.545,193.579,238.676
20.732,14.525,194.279,253.918
21.992,17.05,194.479,157.259
22.532,13.175,189.529,54.29
21.08,5.68,192.373,558.953
2.33,4.305,193.105,843.973
2.778,5.21,193.615,777.977
2.99,5.668,193.877,478.435
3.435,6.558,194.153,522.343
3.898,7.442,193.919,415
4.133,7.888,193.685,523.548
4.348,8.34,193.464,786.344
4.55,8.788,193.251,707.867
4.957,9.678,192.93,1717.269
13.912,18.788,188.331,11.995
17.418,25.67,193.076,514.403
19.875,30.468,195.2,518.689
19.175,24.78,189.304,2533.859
18.663,19.538,190.055,18.311
21.545,25.325,194.142,119.935
22.668,27.37,195.236,182.251
23.142,28.265,195.311,266.276
23.587,29.123,194.937,455.547
14.86,20.485,190.468,2271.949
20.157,30.94,195.978,495.608
21.048,32.74,194.892,363.543
18.488,23.217,190.435,419.66
18.172,18.39,190.696,19.779
21.585,25.31,195.776,539.972
22.62,27.163,197.35,889.563
23.085,28.078,197.8,1360.024
