A,B,M,N
32,68,58,44
32,70,34,68
32,70,68,36
32,70,36,66
32,70,66,38
32,70,38,64
32,70,64,40
32,70,40,62
32,70,62,42
32,70,42,60
32,70,60,44
32,72,35,69
32,72,69,38
32,72,38,66
32,72,66,41
32,72,41,63
32,72,63,44
32,72,44,60
32,72,60,47
32,72,47,57
32,72,57,50
44,45,46,47
44,45,47,48
44,45,48,49
44,45,49,50
44,45,50,51
44,45,51,52
44,45,52,53
44,45,53,54
44,45,54,55
44,45,55,56
44,45,43,42
44,45,42,41
44,45,41,40
44,45,40,39
44,45,39,38
44,45,38,37
44,45,37,36
44,45,36,35
44,45,35,34
44,45,34,33
55,57,53,51
55,57,51,49
55,57,49,47
55,57,47,45
55,57,45,43
55,57,43,41
55,57,41,39
55,57,39,37
55,57,37,35
55,57,35,33
60,63,62,61
60,63,61,57
60,63,57,54
60,63,54,51
60,63,51,48
60,63,48,45
60,63,45,42
60,63,42,39
60,63,39,36
60,63,36,33
33,69,35,67
33,69,67,37
33,69,37,65
33,69,65,39
33,69,39,63
33,69,63,41
33,69,41,61
33,69,61,43
33,69,43,59
33,69,59,45
33,71,35,69
33,71,69,37
33,71,37,67
33,71,67,39
33,71,39,65
33,71,65,41
33,71,41,63
33,71,63,43
33,71,43,61
33,71,61,45
45,46,47,48
45,46,48,49
45,46,49,50
45,46,50,51
45,46,51,52
45,46,52,53
45,46,53,54
45,46,54,55
45,46,55,56
45,46,56,57
45,46,44,43
45,46,43,42
45,46,42,41
45,46,41,40
45,46,40,39
45,46,39,38
45,46,38,37
45,46,37,36
45,46,36,35
45,46,35,34
56,58,54,52
56,58,52,50
56,58,50,48
56,58,48,46
56,58,46,44
56,58,44,42
56,58,42,40
56,58,40,38
56,58,38,36
56,58,36,34
61,64,63,62
61,64,62,58
61,64,58,55
61,64,55,52
61,64,52,49
61,64,49,46
61,64,46,43
61,64,43,40
61,64,40,37
61,64,37,34
34,70,36,68
34,70,68,38
34,70,38,66
34,70,66,40
34,70,40,64
34,70,64,42
34,70,42,62
34,70,62,44
34,70,44,60
34,70,60,46
34,72,36,70
34,72,70,38
34,72,38,68
34,72,68,40
34,72,40,66
34,72,66,42
34,72,42,64
34,72,64,44
34,72,44,62
34,72,62,46
46,47,48,49
46,47,49,50
46,47,50,51
46,47,51,52
46,47,52,53
46,47,53,54
46,47,54,55
46,47,55,56
46,47,56,57
46,47,57,58
46,47,45,44
46,47,44,43
46,47,43,42
46,47,42,41
46,47,41,40
46,47,40,39
46,47,39,38
46,47,38,37
46,47,37,36
46,47,36,35
57,59,55,53
57,59,53,51
57,59,51,49
57,59,49,47
57,59,47,45
57,59,45,43
57,59,43,41
57,59,41,39
57,59,39,37
57,59,37,35
62,65,64,63
62,65,63,59
62,65,59,56
62,65,56,53
62,65,53,50
62,65,50,47
62,65,47,44
62,65,44,41
62,65,41,38
62,65,38,35
35,71,37,69
35,71,69,39
35,71,39,67
35,71,67,41
35,71,41,65
35,71,65,43
35,71,43,63
35,71,63,45
35,71,45,61
35,71,61,47
47,48,49,50
47,48,50,51
47,48,51,52
47,48,52,53
47,48,53,54
47,48,54,55
47,48,55,56
47,48,56,57
47,48,57,58
47,48,58,59
47,48,46,45
47,48,45,44
47,48,44,43
47,48,43,42
47,48,42,41
47,48,41,40
47,48,40,39
47,48,39,38
47,48,38,37
47,48,37,36
58,60,56,54
58,60,54,52
58,60,52,50
58,60,50,48
58,60,48,46
58,60,46,44
58,60,44,42
58,60,42,40
58,60,40,38
58,60,38,36
63,66,65,64
63,66,64,60
63,66,60,57
63,66,57,54
63,66,54,51
63,66,51,48
63,66,48,45
63,66,45,42
63,66,42,39
63,66,39,36
36,72,38,70
36,72,70,40
36,72,40,68
36,72,68,42
36,72,42,66
36,72,66,44
36,72,44,64
36,72,64,46
36,72,46,62
36,72,62,48
48,49,50,51
48,49,51,52
48,49,52,53
48,49,53,54
48,49,54,55
48,49,55,56
48,49,56,57
48,49,57,58
48,49,58,59
48,49,59,60
48,49,47,46
48,49,46,45
48,49,45,44
48,49,44,43
48,49,43,42
48,49,42,41
48,49,41,40
48,49,40,39
48,49,39,38
48,49,38,37
59,61,57,55
59,61,55,53
59,61,53,51
59,61,51,49
59,61,49,47
59,61,47,45
59,61,45,43
59,61,43,41
59,61,41,39
59,61,39,37
64,67,66,65
64,67,65,61
64,67,61,58
64,67,58,55
64,67,55,52
64,67,52,49
64,67,49,46
64,67,46,43
64,67,43,40
64,67,40,37
49,50,51,52
49,50,52,53
49,50,53,54
49,50,54,55
49,50,55,56
49,50,56,57
49,50,57,58
49,50,58,59
49,50,59,60
49,50,60,61
49,50,48,47
49,50,47,46
49,50,46,45
49,50,45,44
49,50,44,43
49,50,43,42
49,50,42,41
49,50,41,40
49,50,40,39
49,50,39,38
60,62,58,56
60,62,56,54
60,62,54,52
60,62,52,50
60,62,50,48
60,62,48,46
60,62,46,44
60,62,44,42
60,62,42,40
60,62,40,38
65,68,67,66
65,68,66,62
65,68,62,59
65,68,59,56
65,68,56,53
65,68,53,50
65,68,50,47
65,68,47,44
65,68,44,41
65,68,41,38
50,51,52,53
50,51,53,54
50,51,54,55
50,51,55,56
50,51,56,57
50,51,57,58
50,51,58,59
50,51,59,60
50,51,60,61
50,51,61,62
50,51,49,48
50,51,48,47
50,51,47,46
50,51,46,45
50,51,45,44
50,51,44,43
50,51,43,42
50,51,42,41
50,51,41,40
50,51,40,39
61,63,59,57
61,63,57,55
61,63,55,53
61,63,53,51
61,63,51,49
61,63,49,47
61,63,47,45
61,63,45,43
61,63,43,41
61,63,41,39
66,69,68,67
66,69,67,63
66,69,63,60
66,69,60,57
66,69,57,54
66,69,54,51
66,69,51,48
66,69,48,45
66,69,45,42
66,69,42,39
51,52,53,54
51,52,54,55
51,52,55,56
51,52,56,57
51,52,57,58
51,52,58,59
51,52,59,60
51,52,60,61
51,52,61,62
51,52,62,63
51,52,50,49
51,52,49,48
51,52,48,47
51,52,47,46
51,52,46,45
51,52,45,44
51,52,44,43
51,52,43,42
51,52,42,41
51,52,41,40
62,64,60,58
62,64,58,56
62,64,56,54
62,64,54,52
62,64,52,50
62,64,50,48
62,64,48,46
62,64,46,44
62,64,44,42
62,64,42,40
67,70,69,68
67,70,68,64
67,70,64,61
67,70,61,58
67,70,58,55
67,70,55,52
67,70,52,49
67,70,49,46
67,70,46,43
67,70,43,40
52,53,54,55
52,53,55,56
52,53,56,57
52,53,57,58
52,53,58,59
52,53,59,60
52,53,60,61
52,53,61,62
52,53,62,63
52,53,63,64
52,53,51,50
52,53,50,49
52,53,49,48
52,53,48,47
52,53,47,46
52,53,46,45
52,53,45,44
52,53,44,43
52,53,43,42
52,53,42,41
63,65,61,59
63,65,59,57
63,65,57,55
63,65,55,53
63,65,53,51
63,65,51,49
63,65,49,47
63,65,47,45
63,65,45,43
63,65,43,41
68,71,70,69
68,71,69,65
68,71,65,62
68,71,62,59
68,71,59,56
68,71,56,53
68,71,53,50
68,71,50,47
68,71,47,44
68,71,44,41
53,54,55,56
53,54,56,57
53,54,57,58
53,54,58,59
53,54,59,60
53,54,60,61
53,54,61,62
53,54,62,63
53,54,63,64
53,54,64,65
53,54,52,51
53,54,51,50
53,54,50,49
53,54,49,48
53,54,48,47
53,54,47,46
53,54,46,45
53,54,45,44
53,54,44,43
53,54,43,42
64,66,62,60
64,66,60,58
64,66,58,56
64,66,56,54
64,66,54,52
64,66,52,50
64,66,50,48
64,66,48,46
64,66,46,44
64,66,44,42
69,72,71,70
69,72,70,66
69,72,66,63
69,72,63,60
69,72,60,57
69,72,57,54
69,72,54,51
69,72,51,48
69,72,48,45
69,72,45,42
54,55,56,57
54,55,57,58
54,55,58,59
54,55,59,60
54,55,60,61
54,55,61,62
54,55,62,63
54,55,63,64
54,55,64,65
54,55,65,66
54,55,53,52
54,55,52,51
54,55,51,50
54,55,50,49
54,55,49,48
54,55,48,47
54,55,47,46
54,55,46,45
54,55,45,44
54,55,44,43
65,67,63,61
65,67,61,59
65,67,59,57
65,67,57,55
65,67,55,53
65,67,53,51
65,67,51,49
65,67,49,47
65,67,47,45
65,67,45,43
55,56,57,58
55,56,58,59
55,56,59,60
55,56,60,61
55,56,61,62
55,56,62,63
55,56,63,64
55,56,64,65
55,56,65,66
55,56,66,67
55,56,54,53
55,56,53,52
55,56,52,51
55,56,51,50
55,56,50,49
55,56,49,48
55,56,48,47
55,56,47,46
55,56,46,45
55,56,45,44
66,68,64,62
66,68,62,60
66,68,60,58
66,68,58,56
66,68,56,54
66,68,54,52
66,68,52,50
66,68,50,48
66,68,48,46
66,68,46,44
56,57,58,59
56,57,59,60
56,57,60,61
56,57,61,62
56,57,62,63
56,57,63,64
56,57,64,65
56,57,65,66
56,57,66,67
56,57,67,68
56,57,55,54
56,57,54,53
56,57,53,52
56,57,52,51
56,57,51,50
56,57,50,49
56,57,49,48
56,57,48,47
56,57,47,46
56,57,46,45
67,69,65,63
67,69,63,61
67,69,61,59
67,69,59,57
67,69,57,55
67,69,55,53
67,69,53,51
67,69,51,49
67,69,49,47
67,69,47,45
57,58,59,60
57,58,60,61
57,58,61,62
57,58,62,63
57,58,63,64
57,58,64,65
57,58,65,66
57,58,66,67
57,58,67,68
57,58,68,69
57,58,56,55
57,58,55,54
57,58,54,53
57,58,53,52
57,58,52,51
57,58,51,50
57,58,50,49
57,58,49,48
57,58,48,47
57,58,47,46
68,70,66,64
68,70,64,62
68,70,62,60
68,70,60,58
68,70,58,56
68,70,56,54
68,70,54,52
68,70,52,50
68,70,50,48
68,70,48,46
58,59,60,61
58,59,61,62
58,59,62,63
58,59,63,64
58,59,64,65
58,59,65,66
58,59,66,67
58,59,67,68
58,59,68,69
58,59,69,70
58,59,57,56
58,59,56,55
58,59,55,54
58,59,54,53
58,59,53,52
58,59,52,51
58,59,51,50
58,59,50,49
58,59,49,48
58,59,48,47
69,71,67,65
69,71,65,63
69,71,63,61
69,71,61,59
69,71,59,57
69,71,57,55
69,71,55,53
69,71,53,51
69,71,51,49
69,71,49,47
59,60,61,62
59,60,62,63
59,60,63,64
59,60,64,65
59,60,65,66
59,60,66,67
59,60,67,68
59,60,68,69
59,60,69,70
59,60,70,71
59,60,58,57
59,60,57,56
59,60,56,55
59,60,55,54
59,60,54,53
59,60,53,52
59,60,52,51
59,60,51,50
59,60,50,49
59,60,49,48
70,72,68,66
70,72,66,64
70,72,64,62
70,72,62,60
70,72,60,58
70,72,58,56
70,72,56,54
70,72,54,52
70,72,52,50
70,72,50,48
60,61,62,63
60,61,63,64
60,61,64,65
60,61,65,66
60,61,66,67
60,61,67,68
60,61,68,69
60,61,69,70
60,61,70,71
60,61,71,72
60,61,59,58
60,61,58,57
60,61,57,56
60,61,56,55
60,61,55,54
60,61,54,53
60,61,53,52
60,61,52,51
60,61,51,50
60,61,50,49
61,62,60,59
61,62,59,58
61,62,58,57
61,62,57,56
61,62,56,55
61,62,55,54
61,62,54,53
61,62,53,52
61,62,52,51
61,62,51,50
62,63,61,60
62,63,60,59
62,63,59,58
62,63,58,57
62,63,57,56
62,63,56,55
62,63,55,54
62,63,54,53
62,63,53,52
62,63,52,51
63,64,62,61
63,64,61,60
63,64,60,59
63,64,59,58
63,64,58,57
63,64,57,56
63,64,56,55
63,64,55,54
63,64,54,53
63,64,53,52
64,65,63,62
64,65,62,61
64,65,61,60
64,65,60,59
64,65,59,58
64,65,58,57
64,65,57,56
64,65,56,55
64,65,55,54
64,65,54,53
65,66,64,63
65,66,63,62
65,66,62,61
65,66,61,60
65,66,60,59
65,66,59,58
65,66,58,57
65,66,57,56
65,66,56,55
65,66,55,54
66,67,65,64
66,67,64,63
66,67,63,62
66,67,62,61
66,67,61,60
66,67,60,59
66,67,59,58
66,67,58,57
66,67,57,56
66,67,56,55
67,68,66,65
67,68,65,64
67,68,64,63
67,68,63,62
67,68,62,61
67,68,61,60
67,68,60,59
67,68,59,58
67,68,58,57
67,68,57,56
68,69,67,66
68,69,66,65
68,69,65,64
68,69,64,63
68,69,63,62
68,69,62,61
68,69,61,60
68,69,60,59
68,69,59,58
68,69,58,57
69,70,68,67
69,70,67,66
69,70,66,65
69,70,65,64
69,70,64,63
69,70,63,62
69,70,62,61
69,70,61,60
69,70,60,59
69,70,59,58
70,71,69,68
70,71,68,67
70,71,67,66
70,71,66,65
70,71,65,64
70,71,64,63
70,71,63,62
70,71,62,61
70,71,61,60
70,71,60,59
71,72,70,69
71,72,69,68
71,72,68,67
71,72,67,66
71,72,66,65
71,72,65,64
71,72,64,63
71,72,63,62
71,72,62,61
71,72,61,60
